Question,Answer
What is the Genre of Letters from Iwo Jima?,"Letters from Iwo Jima is of Action, Adventure, Drama genre. Summary: The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it."
Who is the Director of Letters from Iwo Jima?,"The Director of Letters from Iwo Jima is Clint Eastwood. Summary: The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it."
What is the IMDB Rating of Letters from Iwo Jima?,"The IMDB Rating of Letters from Iwo Jima is 7.9. Summary: The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it."
What is the Runtime of Letters from Iwo Jima?,"The Runtime of Letters from Iwo Jima is 141. Summary: The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it."
What is the Genre of The Fall?,"The Fall is of Adventure, Drama, Fantasy genre. Summary: In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances."
Who is the Director of The Fall?,"The Director of The Fall is Tarsem Singh. Summary: In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances."
What is the IMDB Rating of The Fall?,"The IMDB Rating of The Fall is 7.9. Summary: In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances."
What is the Runtime of The Fall?,"The Runtime of The Fall is 117. Summary: In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances."
What is the Genre of Life of Pi?,"Life of Pi is of Adventure, Drama, Fantasy genre. Summary: A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger."
Who is the Director of Life of Pi?,"The Director of Life of Pi is Ang Lee. Summary: A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger."
What is the IMDB Rating of Life of Pi?,"The IMDB Rating of Life of Pi is 7.9. Summary: A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger."
What is the Runtime of Life of Pi?,"The Runtime of Life of Pi is 127. Summary: A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger."
What is the Genre of Fantastic Mr. Fox?,"Fantastic Mr. Fox is of Animation, Adventure, Comedy genre. Summary: An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation."
Who is the Director of Fantastic Mr. Fox?,The Director of Fantastic Mr. Fox is Wes Anderson. Summary: An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.
What is the IMDB Rating of Fantastic Mr. Fox?,The IMDB Rating of Fantastic Mr. Fox is 7.9. Summary: An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.
What is the Runtime of Fantastic Mr. Fox?,The Runtime of Fantastic Mr. Fox is 87. Summary: An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.
What is the Genre of C.R.A.Z.Y.?,"C.R.A.Z.Y. is of Comedy, Drama genre. Summary: A young French-Canadian, growing up in the 1960s and 1970s, struggles to reconcile his emerging homosexuality with his father's conservative values and his own Catholic beliefs."
Who is the Director of C.R.A.Z.Y.?,"The Director of C.R.A.Z.Y. is Jean-Marc Vallée. Summary: A young French-Canadian, growing up in the 1960s and 1970s, struggles to reconcile his emerging homosexuality with his father's conservative values and his own Catholic beliefs."
What is the IMDB Rating of C.R.A.Z.Y.?,"The IMDB Rating of C.R.A.Z.Y. is 7.9. Summary: A young French-Canadian, growing up in the 1960s and 1970s, struggles to reconcile his emerging homosexuality with his father's conservative values and his own Catholic beliefs."
What is the Runtime of C.R.A.Z.Y.?,"The Runtime of C.R.A.Z.Y. is 129. Summary: A young French-Canadian, growing up in the 1960s and 1970s, struggles to reconcile his emerging homosexuality with his father's conservative values and his own Catholic beliefs."
What is the Genre of Les choristes?,"Les choristes is of Drama, Music genre. Summary: The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music."
Who is the Director of Les choristes?,The Director of Les choristes is Christophe Barratier. Summary: The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.
What is the IMDB Rating of Les choristes?,The IMDB Rating of Les choristes is 7.9. Summary: The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.
What is the Runtime of Les choristes?,The Runtime of Les choristes is 97. Summary: The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.
What is the Genre of Iron Man?,"Iron Man is of Action, Adventure, Sci-Fi genre. Summary: After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
Who is the Director of Iron Man?,"The Director of Iron Man is Jon Favreau. Summary: After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
What is the IMDB Rating of Iron Man?,"The IMDB Rating of Iron Man is 7.9. Summary: After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
What is the Runtime of Iron Man?,"The Runtime of Iron Man is 126. Summary: After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
What is the Genre of Shaun of the Dead?,"Shaun of the Dead is of Comedy, Horror genre. Summary: A man's uneventful life is disrupted by the zombie apocalypse."
Who is the Director of Shaun of the Dead?,The Director of Shaun of the Dead is Edgar Wright. Summary: A man's uneventful life is disrupted by the zombie apocalypse.
What is the IMDB Rating of Shaun of the Dead?,The IMDB Rating of Shaun of the Dead is 7.9. Summary: A man's uneventful life is disrupted by the zombie apocalypse.
What is the Runtime of Shaun of the Dead?,The Runtime of Shaun of the Dead is 99. Summary: A man's uneventful life is disrupted by the zombie apocalypse.
What is the Genre of Gegen die Wand?,"Gegen die Wand is of Drama, Romance genre. Summary: With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love."
Who is the Director of Gegen die Wand?,"The Director of Gegen die Wand is Fatih Akin. Summary: With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love."
What is the IMDB Rating of Gegen die Wand?,"The IMDB Rating of Gegen die Wand is 7.9. Summary: With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love."
What is the Runtime of Gegen die Wand?,"The Runtime of Gegen die Wand is 121. Summary: With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love."
What is the Genre of Mystic River?,"Mystic River is of Crime, Drama, Mystery genre. Summary: The lives of three men who were childhood friends are shattered when one of them has a family tragedy."
